timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1699312492672,1114,POST,200,OK,Write 2-9,text,true,,440,357,22,43,http://localhost:3333/gols,1114,0,43
1699312492664,1128,POST,200,OK,Write 2-75,text,true,,440,357,21,42,http://localhost:3333/gols,1128,0,51
1699312492678,1120,POST,200,OK,Write 2-28,text,true,,440,357,20,41,http://localhost:3333/gols,1120,0,39
1699312492672,1134,POST,200,OK,Write 2-69,text,true,,440,357,19,40,http://localhost:3333/gols,1134,0,45
1699312492664,1150,POST,200,OK,Write 2-43,text,true,,440,357,18,39,http://localhost:3333/gols,1150,0,51
1699312492669,1151,POST,200,OK,Write 2-39,text,true,,440,357,17,38,http://localhost:3333/gols,1151,0,47
1699312492671,1155,POST,200,OK,Write 2-2,text,true,,440,357,16,37,http://localhost:3333/gols,1155,0,46
1699312492664,1169,POST,200,OK,Write 2-14,text,true,,440,357,15,36,http://localhost:3333/gols,1169,0,52
1699312492669,1174,POST,200,OK,Write 2-7,text,true,,440,357,14,35,http://localhost:3333/gols,1174,0,48
1699312492672,1177,POST,200,OK,Write 2-62,text,true,,440,357,13,34,http://localhost:3333/gols,1177,0,45
1699312492669,1186,POST,200,OK,Write 2-3,text,true,,440,357,12,33,http://localhost:3333/gols,1186,0,48
1699312492671,1190,POST,200,OK,Write 2-33,text,true,,440,357,11,32,http://localhost:3333/gols,1190,0,45
1699312492670,1200,POST,200,OK,Write 2-44,text,true,,440,357,10,31,http://localhost:3333/gols,1200,0,46
1699312492664,1213,POST,200,OK,Write 2-74,text,true,,440,357,9,30,http://localhost:3333/gols,1213,0,53
1699312492673,1319,GET,200,OK,Read 1-4,text,true,,562539,126,21,29,http://localhost:3333/gols,1317,0,45
1699312492678,1322,POST,200,OK,Write 2-64,text,true,,440,357,8,28,http://localhost:3333/gols,1322,0,38
1699312492664,1350,POST,200,OK,Write 2-55,text,true,,440,357,7,27,http://localhost:3333/gols,1350,0,54
1699312492670,1353,POST,200,OK,Write 2-19,text,true,,440,357,6,26,http://localhost:3333/gols,1353,0,48
1699312492664,1365,POST,200,OK,Write 2-6,text,true,,440,357,5,25,http://localhost:3333/gols,1365,0,55
1699312492669,1368,POST,200,OK,Write 2-42,text,true,,440,357,4,24,http://localhost:3333/gols,1368,0,50
1699312492672,1373,POST,200,OK,Write 2-54,text,true,,440,357,3,23,http://localhost:3333/gols,1373,0,47
1699312492670,1383,POST,200,OK,Write 2-67,text,true,,440,357,2,22,http://localhost:3333/gols,1383,0,49
1699312492672,1388,POST,200,OK,Write 2-36,text,true,,440,357,1,21,http://localhost:3333/gols,1388,0,47
1699312492725,1461,GET,200,OK,Read 1-6,text,true,,564635,126,20,20,http://localhost:3333/gols,1459,0,4
1699312492760,1557,GET,200,OK,Read 1-7,text,true,,564635,126,19,19,http://localhost:3333/gols,1554,0,1
1699312492799,1657,GET,200,OK,Read 1-8,text,true,,564635,126,18,18,http://localhost:3333/gols,1655,0,3
1699312492840,1731,GET,200,OK,Read 1-9,text,true,,564635,126,17,17,http://localhost:3333/gols,1728,0,2
1699312492876,1816,GET,200,OK,Read 1-10,text,true,,564635,126,16,16,http://localhost:3333/gols,1814,0,1
1699312492916,1930,GET,200,OK,Read 1-11,text,true,,564635,126,15,15,http://localhost:3333/gols,1929,0,2
1699312492956,2002,GET,200,OK,Read 1-12,text,true,,564635,126,14,14,http://localhost:3333/gols,2000,0,1
1699312492999,2094,GET,200,OK,Read 1-13,text,true,,564635,126,13,13,http://localhost:3333/gols,2092,0,1
1699312493035,2183,GET,200,OK,Read 1-14,text,true,,564635,126,12,12,http://localhost:3333/gols,2182,0,1
1699312493074,2282,GET,200,OK,Read 1-15,text,true,,564635,126,11,11,http://localhost:3333/gols,2280,0,1
1699312493112,2355,GET,200,OK,Read 1-16,text,true,,564635,126,10,10,http://localhost:3333/gols,2353,0,1
1699312493149,2436,GET,200,OK,Read 1-17,text,true,,564635,126,9,9,http://localhost:3333/gols,2435,0,1
1699312493190,2506,GET,200,OK,Read 1-18,text,true,,564635,126,8,8,http://localhost:3333/gols,2505,0,1
1699312493230,2600,GET,200,OK,Read 1-19,text,true,,564635,126,7,7,http://localhost:3333/gols,2598,0,0
1699312493272,2670,GET,200,OK,Read 1-20,text,true,,564635,126,6,6,http://localhost:3333/gols,2668,0,2
1699312493309,2745,GET,200,OK,Read 1-21,text,true,,564635,126,5,5,http://localhost:3333/gols,2744,0,1
1699312493347,2824,GET,200,OK,Read 1-22,text,true,,564635,126,4,4,http://localhost:3333/gols,2822,0,1
1699312493389,2918,GET,200,OK,Read 1-23,text,true,,564635,126,3,3,http://localhost:3333/gols,2916,0,1
1699312493427,2989,GET,200,OK,Read 1-24,text,true,,564635,126,2,2,http://localhost:3333/gols,2988,0,1
1699312493466,3061,GET,200,OK,Read 1-25,text,true,,564635,126,1,1,http://localhost:3333/gols,3060,0,3
